time_ms,Omega_ctrl_Hz
0.39520000,1985.68567541
0.39560000,2003.56701366
0.39600000,2021.38983141
0.39640000,2039.15364333
0.39680000,2056.85796663
0.39720000,2074.50232105
0.39760000,2092.08622892
0.39800000,2109.60921511
0.39840000,2127.07080712
0.39880000,2144.47053504
0.39920000,2161.80793157
0.39960000,2179.08253207
0.40000000,2196.29387454
0.40040000,2213.44149965
0.40080000,2230.52495076
0.40120000,2247.54377390
0.40160000,2264.49751784
0.40200000,2281.38573406
0.40240000,2298.20797679
0.40280000,2314.96380299
0.40320000,2331.65277241
0.40360000,2348.27444757
0.40400000,2364.82839378
0.40440000,2381.31417917
0.40480000,2397.73137469
0.40520000,2414.07955411
0.40560000,2430.35829407
0.40600000,2446.56717406
0.40640000,2462.70577644
0.40680000,2478.77368646
0.40720000,2494.77049228
0.40760000,2510.69578497
0.40800000,2526.54915851
0.40840000,2542.33020984
0.40880000,2558.03853884
0.40920000,2573.67374835
0.40960000,2589.23544420
0.41000000,2604.72323520
0.41040000,2620.13673314
0.41080000,2635.47555285
0.41120000,2650.73931218
0.41160000,2665.92763199
0.41200000,2681.04013621
0.41240000,2696.07645182
0.41280000,2711.03620886
0.41320000,2725.91904048
0.41360000,2740.72458289
0.41400000,2755.45247541
0.41440000,2770.10236047
0.41480000,2784.67388364
0.41520000,2799.16669361
0.41560000,2813.58044222
0.41600000,2827.91478446
